Area;Nome;Perimetro;CodiceWGI;Regione;Codice;Triangulation Area;Flat Triangulation Area;Map Area;Area Ratio;Map Area Ratio;Fourier H;DFA H;Height Stdev;Higuchi H (paper)
18856;Cima di Forame;590;I4L01131003;Lombardia;453.0;20582.26295373285;19843.565417892944;16800.0;1.0372260488618552;1.2251346996269552;0.4883455422382499;1.0607040659365952;29.04189083194686;
186561;Dosdè Centrale I;2753;I4L01138010;Lombardia;474.0;211780.94666204212;205435.66681266847;176375.0;1.03088694357616;1.200742433236242;0.22145335589996507;0.8430986808527475;133.20064518140188;0.936802055058966
261612;Dosdè Centrale II;3278;I4L01138010;Lombardia;474.1;309069.3768386196;272356.6278888919;249450.0;1.134796605591345;1.239003314646701;0.6068559637909474;1.129457595054848;78.10671751113013;0.8644383566926124
41779;Passo dei Sassi Rossi Ovest;1060;I4L01138008;Lombardia;472.0;45928.739126508;39389.82928250908;36612.5;1.1660050313267671;1.2544551485560396;0.5190874855902017;0.4628795769452709;20.324174151184078;
708551;Dosdè Est;6640;I4L01138009;Lombardia;473.0;774703.4964299335;725081.3661392003;683100.0;1.0684366370562703;1.1340996873516809;0.516463565757108;0.7489079745084636;126.48727926280212;0.8420711585997553
18045;Cima di Lago Spalmo Ovest;1113;I4L01138010;Lombardia;474.2;16006.814012753855;15414.215040541834;14100.0;1.038444965939128;1.1352350363655217;0.3090033675019945;;20.26720402283222;
88743;Val Viola Est;1892;I4L01138014;Lombardia;476.0;93354.7084638277;89404.37468780614;80625.0;1.0441850165589308;1.1578878569156923;0.5566929284220352;0.4121949479285205;64.18059262303579;0.8498834475374875
100223;Val Viola Ovest;1735;I4L01138015;Lombardia;477.0;109765.28528702444;102760.43759681351;93062.5;1.0681667755999138;1.1794792240378722;0.4576054284580677;1.0318017473668044;60.18976933791701;
169476;Dosdè Ovest;3656;I4L01138013;Lombardia;475.0;189464.36437219376;180259.62509934;155362.5;1.0510637879546298;1.219498684510057;0.5296963892501265;0.9086206941892452;65.04699135516438;0.8848984729188474
797513;Cardonnè;8126;I4L01138004;Lombardia;468.0;946072.3512691536;857333.1211558472;767762.5;1.1035061260594587;1.232246106405501;0.5464659978458739;1.0932244250401506;196.02813327364086;0.7926136777568284
392721;Val Lia;5407;I4L01138003;Lombardia;467.0;462532.92508114077;462814.1023682758;371400.0;0.9993924617126052;1.2453767503530984;0.5904084784908836;1.1573745159191944;163.14007261239826;0.8774982373894722
30237;Val Lia Est;1069;I4L01138003;Lombardia;467.1;32906.20926627221;30647.728187081488;26100.0;1.0736916310861406;1.26077430138974;0.36192746392179;0.4890907950123474;41.941945171726225;
41648;Rinalpi;1070;I4L01138002;Lombardia;466.0;46222.70875306812;43647.0570111711;37325.0;1.0590108914156071;1.2383846953266742;0.4925528821625553;0.4800740691818419;49.78384968062942;
129857;Lago Spalmo;2060;I4L01135002;Lombardia;458.0;140018.96263451438;132837.52320479322;120825.0;1.0540618287398331;1.1588575430127406;0.5813535830551388;0.517114196293077;58.63986484036497;0.8171256725339708
28287;Verva Minore;855;I4L01138006;Lombardia;470.0;29049.57555512032;27352.662041570675;24412.5;1.0620383314417683;1.1899467713310934;0.8271479425940418;0.3632928558090302;37.63047373367836;
38478;Verva Maggiore;1109;I4L01138007;Lombardia;471.0;40698.02350258194;39420.24136138255;34962.5;1.0324143662512213;1.164047865644103;0.5275065488429487;0.3454176069403002;38.841560785648646;
48501;Sasso Torto;1050;I4L01136002;Lombardia;463.0;50604.03736568278;48551.05348145682;43387.5;1.0422850532998231;1.1663275682093408;0.5158414025519811;1.0436976557624005;47.57446361339203;
42056;Campaccio;962;I4L01136001;Lombardia;462.0;43601.12614167165;43078.8181784916;37925.0;1.012124472890968;1.149667136233926;0.4513357589985199;0.5594261074744068;49.073229665699465;
50689;Mine;1209;I4J14311008;Lombardia;991.0;53714.61375815132;51036.85923548616;45787.5;1.052467071108547;1.1731283376063624;0.3841937041892911;0.5638826930428616;55.08315349710942;
35762;Corna di Capra di Dentro;1119;I4J14311010;Lombardia;992.0;35806.19070686147;34861.07165325052;30362.5;1.0271110154906218;1.1792899368254086;0.5207066756556737;0.4001855203248225;46.823172394854915;
72437;Pizzo Pavallo;1617;I4J14311012;Lombardia;994.0;74975.24267945868;71182.46605816793;65175.0;1.0532824560783192;1.150368127034272;0.5735169674265612;0.7102953503372058;50.9916639929885;0.8629014027288688
130110;Val Nera Est;2861;I4J14311013;Lombardia;995.0;139673.2820428384;123310.14809428295;116387.5;1.13269900491924;1.2000711592124451;0.6907257114728163;1.1481220953847628;63.126364737987785;0.8304670153861144
18601;Val Nera Centrale;728;I4J14311013;Lombardia;995.1;18412.331981251118;18097.798621362763;15925.0;1.0173796474625971;1.1561903912873548;0.4400394659970648;;28.64532843140159;
380603;Val Nera Ovest;4361;I4J14311015;Lombardia;996.0;423864.4778916417;390657.9756827079;364112.5;1.085001470022218;1.1641030667489909;0.5784074237490235;0.6626398169244202;66.0954788802865;0.82448200388981
305565;Campo Nord;3252;I4J14311016;Lombardia;997.0;322203.6916321182;305897.29791280604;292900.0;1.0533067595907963;1.1000467450738074;0.6128784602079937;0.6752823296608916;73.49300361614458;0.8709694644789907
37925;Saliente;1454;I4J14311020;Lombardia;1000.0;41314.41692577148;35456.238807587564;31525.0;1.1652227736273673;1.3105286891600787;-0.6380483818807282;1.111711397998078;347.1882045373848;0.9088441011587387
93041;Cristallo Ovest;2186;I4L01139007;Lombardia;486.0;97039.02320430508;94177.96129769117;86987.5;1.03037931451468;1.1155513516804725;0.6208997336686859;0.3822053587334374;47.05215021978778;0.9217603869995952
94295;Cristallo Centrale;1553;I4L01139006;Lombardia;485.0;103398.47084778236;98449.06861712578;90500.0;1.0502737334154484;1.1425245397545012;0.4517013267139602;0.5862763364820399;55.960916937204246;
144586;Cristallo Est;2111;I4L01139005;Lombardia;484.0;152992.25780001926;147505.6724281485;139225.0;1.037195758519343;1.0988849545700792;0.6032699244791069;0.6162285451236349;33.557181398829385;0.867104339141525
11011;Crapinellin;467;I4L01139004;Lombardia;483.0;14480.70060000346;13351.57691002122;11600.0;1.0845685642670986;1.2483362586209878;0.570631692625871;;28.51804090956969;
2804;Crapinellin;322;I4L01139004;Lombardia;483.0;14480.70060000346;13351.57691002122;11600.0;1.0845685642670986;1.2483362586209878;0.570631692625871;;28.51804090956969;
1894884;Vitelli;13191;I4L01139003;Lombardia;482.0;2048561.02646852;1924916.2741493653;1845237.5;1.0642338339488524;1.1101882692436718;0.6235926113351085;0.9592000609795148;187.97195873712002;0.8588547906378192
115314;Platigliole;1916;I4L01139002;Lombardia;481.0;123426.05222501948;116488.39650120676;110375.0;1.0595566247985984;1.1182428287657484;0.3579412739728778;0.5193316472355624;49.08758790715914;0.9746380126148675
8301;Platigliole;413;I4L01139002;Lombardia;481.0;123426.05222501948;116488.39650120676;110375.0;1.0595566247985984;1.1182428287657484;0.3579412739728778;0.5193316472355624;49.08758790715914;0.9746380126148675
841112;Campo;8606;I4L01137001;Lombardia;488.0;922960.766539146;848895.2362040869;818550.0;1.0872493179090623;1.1275557590118452;0.6244336700061157;0.7542976129269617;132.48855452319108;0.8058808317367931
1023987;Zebrù Ovest;8644;I4L01137003;Lombardia;490.0;444589.2139473274;422716.00625652063;402487.5;1.051744451042938;1.1046037801107549;0.36062030345604734;0.8049562861763055;89.8420951910042;0.8184496625241657
989409;Zebrù Est;5950;I4L01137003;Lombardia;490.1;1046404.1781870818;995438.8308793836;973487.5;1.0511988740309386;1.074902531554932;0.6409422933212743;0.7651191784743553;98.65013817669184;0.8244516511798465
600014;Miniera;5080;I4L01137004;Lombardia;492.0;675941.525280854;632554.3578605561;586700.0;1.0685904173785843;1.152107593797263;0.5212898259257381;0.6832173270610249;134.85277690970142;0.8013930843473069
788275;Gran Zebrù;7292;I4L01137016;Lombardia;502.0;865780.2190186861;826571.6835419082;784687.5;1.0474351302584757;1.103343966889604;0.6848069808052062;0.7301372681155067;101.54077358599159;0.7966676581905137
81367;Confinale Ovest;1438;I4L01137010;Lombardia;497.0;85959.14841981072;82203.33875276019;77925.0;1.045689259390628;1.1031010384319628;0.5959603796124311;0.4358613295949722;32.36073165935149;0.8854500590871184
441511;Forà;4466;I4L01137009;Lombardia;496.0;481462.5184993511;448414.36572742346;429650.0;1.0737000312608551;1.1205923856612383;0.4294420398998049;0.9286924306113422;84.75238925484899;0.8242494871926092
45463;Montagna Vecchia III;1200;I4L01137008;Lombardia;495.2;52960.06705816707;49930.26161985852;42362.5;1.06068074430244;1.2501638727215596;0.5928909855349105;0.32457456415665714;39.102520674138596;
29760;Montagna Vecchia I;793;I4L01137008;Lombardia;495.0;30155.766020830368;28849.7082826284;27850.0;1.0452710899329405;1.0827923167264046;0.8754652774002256;0.2689319278178736;12.547071543514562;
69859;Montagna Vecchia II;1440;I4L01137008;Lombardia;495.1;74881.05820981345;71443.74399165713;65512.5;1.0481121792631376;1.143004132185666;0.5505782581070657;0.8843357877617413;33.60650012694664;0.6897130495110471
427642;Castelli Ovest;5467;I4L01137007;Lombardia;494.0;482347.5931058577;477064.2914915767;412212.5;1.0110746113438138;1.1701430526872856;0.6564166054514347;0.6369435610386818;94.77234602313229;0.812593101846633
219342;Castelli Est;2612;I4L01137006;Lombardia;493.0;259455.38067810802;248873.1054515158;234025.0;1.0425207665866243;1.1086652309715117;0.6031107150355763;0.5710557125001492;51.29270390286161;0.832369388524294
24141;Castelli Est;856;I4L01137006;Lombardia;493.0;259455.38067810802;248873.1054515158;234025.0;1.0425207665866243;1.1086652309715117;0.6031107150355763;0.5710557125001492;51.29270390286161;0.832369388524294
15635;Gran Zebrù;661;I4L01137016;Lombardia;502.0;865780.2190186861;826571.6835419082;784687.5;1.0474351302584757;1.103343966889604;0.6848069808052062;0.7301372681155067;101.54077358599159;0.7966676581905137
2072007;Cedèc;16067;I4L01137018;Lombardia;503.0;2365871.83523604;2165093.82535425;2016025.0;1.0927340919504671;1.17353298457908;0.6243459165537171;0.8820655077255337;247.44214172218966;0.8462179763251414
57854;Pasquale Nord;1390;I4L01137019;Lombardia;504.0;116210.96083001408;115530.33534729511;89662.5;1.0058913140057366;1.2960932477904819;0.5110678318276256;0.857220263162842;216.18051064133283;0.7566221673374423
18870;Pasquale Nord;1309;I4L01137019;Lombardia;504.0;116210.96083001408;115530.33534729511;89662.5;1.0058913140057366;1.2960932477904819;0.5110678318276256;0.857220263162842;216.18051064133283;0.7566221673374423
22818;Pasquale Nord;1462;I4L01137019;Lombardia;504.0;116210.96083001408;115530.33534729511;89662.5;1.0058913140057366;1.2960932477904819;0.5110678318276256;0.857220263162842;216.18051064133283;0.7566221673374423
58179;Pasquale Sud;1379;I4L01137020;Lombardia;505.0;62950.882182286434;60653.23304005545;54762.5;1.0378817257888564;1.1495253537052992;0.5570795751836972;-0.11968349182735527;36.780871216507826;
609549;Rosole;5007;I4L01137021;Lombardia;506.0;644826.5920688519;617044.4287601822;596062.5;1.0450245752392446;1.0818103673169372;0.545906735343687;0.8442060375446216;62.58261590180675;0.882944372865736
703630;Col de la Mare I;5827;I4L01137022;Lombardia;506.1;810238.2839109246;807691.0035618113;688850.0;1.0031537807625441;1.1762187470580308;0.6203326552669202;1.0362584935796852;281.5245072533544;0.918262361430805
107780;Col de la Mare II;2146;I4L01137022;Lombardia;506.2;135088.18890838447;129556.26388246154;102787.5;1.0426990163203664;1.3142472470717206;0.5580650780080363;0.2535904051898921;104.25704526400914;0.9225608904134606
1062913;Palon de la Mare;8668;I4L01137023;Lombardia;507.0;1139042.7284697585;1101497.6175294728;1040025.0;1.0340855126173534;1.0952070656664583;0.5037561138538993;0.8189652060855496;159.6328501184561;0.8556537727319826
167679;San Giacomo Ovest;2628;I4L01137027;Lombardia;509.0;188725.4533482379;175778.26004554259;161200.0;1.073656396981861;1.1707534326813769;0.5495405805930456;0.4514225482598347;71.65700101217715;0.7976475894384618
17107;Cerena;592;I4L01137028;Lombardia;510.0;672411.6153207887;677102.2547435745;544100.0;0.9930724799837476;1.2358235900032877;0.6015685192679199;0.4502189772115879;241.83270980505213;0.7569930648333625
