1.000000000000000056e-01;1.593021775844679078e-01;3.000506151207769923e-02
2.000000000000000111e-01;2.108744363765166496e-01;3.953246626159867549e-02
3.000000000000000444e-01;2.691842442470689933e-01;5.053717072131252291e-02
4.000000000000000222e-01;3.393098494942933807e-01;6.372353785740349219e-02
5.000000000000000000e-01;4.248407211756797808e-01;7.977223397527839766e-02
5.999999999999999778e-01;5.167448868596205003e-01;9.658090694586371483e-02
7.000000000000000666e-01;6.109288192810351514e-01;1.149068449469563130e-01
8.000000000000000444e-01;7.077985016523804518e-01;1.327429591338344372e-01
9.000000000000000222e-01;8.092400205337308972e-01;1.525793729264268983e-01
