Area;Nome;Perimetro;CodiceWGI;Codice;Triangulation Area;Flat Triangulation Area;Area Ratio;Fourier H;DFA H;Map Area;Map Area Ratio;Height Stdev
15180;Recastello;539;I4L01101011;568.0;15882.271426345706;15640.774872634973;1.0154401911463642;0.5820320989232102;1.4977598430155714;13300.0;1.1941557463417825;21.285460663259887
14359;Redorta Inferiore;843;I4L01101002;560.0;14980.795997538826;13547.153175091391;1.1058261321709582;0.4863858972352526;;11600.0;1.2914479308223126;46.71033420366962
22964;Secreti;757;I4L01101003;561.0;22832.548517539984;21983.77492000125;1.0386090924159936;0.6373754448870461;0.5229347057512346;20100.0;1.1359476874398002;29.713416743910848
186561;Dosdè Centrale I;2753;I4L01138010;474.0;211780.94666204206;205435.66681266847;1.03088694357616;0.22145335589996507;0.8430986808527475;176375.0;1.200742433236242;133.20064518140188
261612;Dosdè Centrale II;3278;I4L01138010;474.1;309069.3768386196;272356.6278888919;1.134796605591345;0.6068559637909474;1.129457595054848;249450.0;1.239003314646701;78.10671751113013
41779;Passo dei Sassi Rossi Ovest;1060;I4L01138008;472.0;45928.739126508;39389.82928250908;1.1660050313267671;0.5190874855902017;0.4628795769452709;36612.5;1.2544551485560396;20.32417415118408
708551;Dosdè Est;6640;I4L01138009;473.0;774703.4964299335;725081.3661392003;1.0684366370562703;0.516463565757108;0.7489079752531732;683100.0;1.1340996873516809;126.48727926280213
18045;Cima di Lago Spalmo Ovest;1113;I4L01138010;474.2;16006.814012753855;15414.215040541834;1.038444965939128;0.3090033675019945;;14100.0;1.1352350363655217;20.26720402283222
88743;Val Viola Est;1892;I4L01138014;476.0;93354.7084638277;89404.37468780614;1.0441850165589308;0.5566929284220352;0.4121949479285205;80625.0;1.1578878569156923;64.18059262303579
100223;Val Viola Ovest;1735;I4L01138015;477.0;109765.28528702444;102760.43759681351;1.0681667755999138;0.4576054284580677;1.0318017473668044;93062.5;1.1794792240378722;60.189769337917
169476;Dosdè Ovest;3656;I4L01138013;475.0;189464.36437219376;180259.62509934;1.0510637879546298;0.5296963892501265;0.9086206941892452;155362.5;1.219498684510057;65.04699135516438
797513;Cardonnè;8126;I4L01138004;468.0;946072.3512691536;857333.1211558472;1.1035061260594587;0.5464659978458739;1.0932244250401506;767762.5;1.232246106405501;196.02813327364083
392721;Val Lia;5407;I4L01138003;467.0;462532.92508114077;462814.1023682758;0.9993924617126052;0.5904084784908836;1.1573745159191944;371400.0;1.2453767503530984;163.14007261239826
30237;Val Lia Est;1069;I4L01138003;467.1;32906.20926627221;30647.728187081488;1.0736916310861406;0.36192746392179;0.4890907950123474;26100.0;1.26077430138974;41.941945171726225
41648;Rinalpi;1070;I4L01138002;466.0;46222.70875306812;43647.0570111711;1.0590108914156071;0.4925528821625553;0.4800740691818419;37325.0;1.2383846953266742;49.783849680629416
129857;Lago Spalmo;2060;I4L01135002;458.0;140018.96263451438;132837.52320479322;1.0540618287398331;0.5813535830551388;0.517114196293077;120825.0;1.1588575430127406;58.63986484036497
28287;Verva Minore;855;I4L01138006;470.0;29049.57555512032;27352.662041570675;1.0620383314417683;0.8271479425940418;0.3632928558090302;24412.5;1.1899467713310934;37.63047373367836
38478;Verva Maggiore;1109;I4L01138007;471.0;40698.02350258194;39420.24136138255;1.0324143662512213;0.5275065488429487;0.3454176069403002;34962.5;1.164047865644103;38.84156078564865
48501;Sasso Torto;1050;I4L01136002;463.0;50604.03736568278;48551.05348145682;1.0422850532998231;0.5158414025519811;1.0436976557624005;43387.5;1.1663275682093408;47.57446361339203
42056;Campaccio;962;I4L01136001;462.0;43601.12614167165;43078.8181784916;1.012124472890968;0.4513357589985199;0.5594261074744068;37925.0;1.149667136233926;49.07322966569946
50689;Mine;1209;I4J14311008;991.0;53714.61375815132;51036.85923548616;1.052467071108547;0.3841937041892911;0.5638826930428616;45787.5;1.1731283376063624;55.08315349710942
35762;Corna di Capra di Dentro;1119;I4J14311010;992.0;35806.19070686147;34861.07165325052;1.0271110154906218;0.5207066756556737;0.4001855203248225;30362.5;1.1792899368254086;46.823172394854915
72437;Pizzo Pavallo;1617;I4J14311012;994.0;74975.24267945868;71182.46605816793;1.0532824560783192;0.5735169674265612;0.7102953503372058;65175.0;1.150368127034272;50.9916639929885
130110;Val Nera Est;2861;I4J14311013;995.0;139673.2820428384;123310.14809428295;1.13269900491924;0.6907257114728163;1.1481220953847628;116387.5;1.2000711592124451;63.126364737987785
18601;Val Nera Centrale;728;I4J14311013;995.1;18412.33198125112;18097.798621362763;1.0173796474625971;0.4400394659970648;;15925.0;1.1561903912873548;28.64532843140159
380603;Val Nera Ovest;4361;I4J14311015;996.0;423922.1749868048;390657.9519624262;1.0851492280069548;0.5785653545124987;0.6626398169244202;364112.5;1.1642615262777434;66.0954788802865
305565;Campo Nord;3252;I4J14311016;997.0;322203.6916321182;305897.29791280604;1.0533067595907963;0.6128784602079937;0.6752823296608916;292900.0;1.1000467450738074;73.49300361614458
37925;Saliente;1454;I4J14311020;1000.0;41314.41692577148;35456.238807587564;1.1652227736273673;-0.6380483818807282;1.111711397998078;31525.0;1.3105286891600787;347.18820453738476
72582;Dosdè Ovest Inferiore;1070;I4L01138013;475.1;79132.76332682527;75014.65290430894;1.0548974135462508;0.6272013389543636;0.4498310389274579;68162.5;1.1609427959189476;40.946712279271644
