Area;Nome;Perimetro;CodiceWGI;Codice;Triangulation Area;Flat Triangulation Area;Area Ratio;Fourier H;DFA H;Map Area;Map Area Ratio;Height Stdev
15646;Salarno;643;-;608.2;15082.344114286534;14581.388194221103;1.0343558455061206;0.4901390745268914;-0.07337895711485462;14087.5;1.0706189255926557;10.53568912328152
10230;Gioià;510;I4L01024002;606.0;11816.850774539353;11725.855176245366;1.0077602526149505;0.591841776910035;;8900.0;1.3277360420830735;24.857154789341102
35015;Remulo;1279;I4L01025014;601.0;35795.77814247072;34313.83573104475;1.0431878972389323;0.3596029342715519;0.07767282251887968;31600.0;1.1327777893186937;19.30056191009476
367451;Frati;4092;I4L01028011;581.1;411207.87563460297;395364.1414196575;1.0400737764382335;0.5600526827610295;1.011855375192404;356987.5;1.1518831209344949;78.90499851073709
179647;Suretta Sud;2179;I4L01113007;371.0;186198.78606734273;180741.85081287342;1.0301918743773348;0.4672624878508882;1.0127211009614632;173037.5;1.0760603110154894;42.83318726779161
40566;Orsareigls;1001;I4L01113008;372.0;41983.964555999766;39499.019995353934;1.062911549728022;0.4943011553702781;0.8751447738899631;37425.0;1.1218160202003946;29.773385878819646
88978;Pizzo Tambò;1907;I4L01113006;369.0;95850.43867189737;93241.98445195146;1.0279751040829692;0.5769914671268189;0.7829361263144825;82700.0;1.1590137687049258;39.64289656541404
49498;Passo Zoccone;1220;I4L01113005;368.0;55779.49365094023;52901.98758026296;1.0543931561420357;0.5634377660706456;0.7478614064107447;44337.5;1.2580658280448882;49.0303147678698
75991;Morteè;2035;I4L01113009;373.0;85962.98480917688;83531.15197193777;1.0291128851910971;0.3934922956614021;1.2029872514775382;69437.5;1.23799078033018;97.96332361140446
363637;Ponciagna;3488;I4R01313G15;1005.0;403866.4367739717;390247.1950989306;1.0348990123339348;0.5724589180375692;0.9064194442888056;351762.5;1.1481224882526468;109.28183419228729
210638;Cima di Lago Ovest;2637;I4R01313G14;1004.0;218542.2022455725;214043.69743827515;1.0210167590129329;0.5195130754300772;0.7331697477631811;202300.0;1.0802877026474171;51.271488366435925
108666;Cima di Lago Nord;2115;I4R01313G13;1003.0;119676.89588188687;115676.86703104345;1.0345793325278247;0.3937773728277887;0.8918652124556598;102300.0;1.1698621298327163;83.69935315644553
123654;Pizzo Rosso;1880;I4R01313G12;1002.0;139503.94957429226;128764.36875426074;1.0834049118085405;0.5945247049298024;0.05472743621392598;117737.5;1.1848727004929802;45.66330096270416
557185;Pizzo Ferrè;5903;I4L01113003;365.0;599316.2500121852;578534.9649804842;1.0359205342626128;0.5904309155977909;0.7110450852284071;535712.5;1.1187273957807315;94.61424184788956
31030;Pizzo Quadro Nord;940;I4L01113002;364.0;42260.355015456254;35719.20739196152;1.1831268972941094;0.4759073115145911;-0.08239321542549467;28125.0;1.5025904005495556;42.78922095062148
60291;Sivigia Nord Est;1411;I4L01111002;376.0;299662.83598325145;299099.99230205244;1.0018817910253592;0.5917095672325392;0.6573189243050767;265887.5;1.1270286718377187;80.64003013411453
219063;Sivigia Nord Est;2709;I4L01111002;376.0;299662.83598325145;299099.99230205244;1.0018817910253592;0.5917095672325392;0.6573189243050767;265887.5;1.1270286718377187;80.64003013411453
69938;Sivigia Sud Est;1985;I4L01111003;377.0;73171.03204816711;70140.50918493401;1.0432064565605417;0.5739529970793986;0.4394240764073921;63225.0;1.1573116970844937;33.38960934460693
44952;Arnasca Est;1811;I4L01111004;378.0;72678.89256091157;57410.117444549236;1.2659596565206472;0.5493500981448012;1.4646000007023945;39700.0;1.830702583398276;115.61083855448263
68033;Arnasca Ovest;2190;I4L01111005;379.0;101156.63202891547;86799.71648043717;1.1654027931267965;0.57766789094858;0.13891231137447024;73212.5;1.3816852590597983;96.39871604033695
14517;Arnasca Ovest;860;I4L01111005;379.0;101156.63202891547;86799.71648043717;1.1654027931267965;0.57766789094858;0.13891231137447024;73212.5;1.3816852590597983;96.39871604033695
27010;Spassato Ovest;1038;I4L01111007;381.0;31743.55424038252;28891.014153815217;1.0987345086392757;0.3870780669338621;1.801496973781915;23900.0;1.3281821857900635;53.949443269046704
22407;Calvo;731;I4L01104002;383.0;24431.310478797448;23206.30569158891;1.052787582973732;0.6868891658986422;1.5797024655100416;19900.0;1.2277040441606757;30.578023751594106
121466;Cengalo Sud Est;2702;I4L01104010;388.0;128058.19630876045;125513.35555393867;1.0202754578872535;0.6109476924729962;0.8147274496003185;112125.0;1.1421020852509294;87.41557048070987
70860;Passo di Bondo;1398;I4L01104012;390.0;77974.4258523933;75336.52228168104;1.03501493685691;0.5468235279399019;0.6869544263425941;66400.0;1.1743136423553209;46.197849546903996
26248;Pizzo del Ferro Ovest;1304;I4L01104014;392.0;28271.54516810357;27511.822266900166;1.027614415862138;0.4763191135431042;0.2709762614672848;22275.0;1.2692051702852332;59.14609559635416
30300;Pizzo del Ferro Centrale;838;I4L01104016;393.0;33737.728154333774;31918.2578077024;1.0570040619883805;0.5228463638577026;;27812.5;1.2130419111670572;41.439389688713845
19548;Zocca Sud;1123;I4L01104020;395.0;21910.77575288344;18435.59111882645;1.1885041066303603;0.3690020176244624;;16112.5;1.3598619551828357;29.749088919756105
68297;Rasica Ovest Inferiore;1377;I4L01104022;397.0;70357.14025378585;66975.06879830312;1.050497468926354;0.5680031040155162;0.1993231908340144;63300.0;1.1114872078007243;33.31300404723258
61479;Rasica Ovest Superiore;1374;I4L01104022;398.0;77494.84199634807;73350.55826422165;1.0564996890302865;0.4293906440473432;0.6540983969252863;57012.5;1.3592605480613564;42.97372300968433
18331;Rasica Est;819;I4L01104023;399.0;28951.924697302962;26980.255646855552;1.0730782197268471;0.5495075553692932;1.9076533589887996;23337.5;1.2405752414484397;39.68198943619717
9420;Rasica Est;523;I4L01104023;399.0;28951.924697302962;26980.255646855552;1.0730782197268471;0.5495075553692932;1.9076533589887996;23337.5;1.2405752414484397;39.68198943619717
74972;Pizzo Torrone Ovest;1522;I4L01104025;400.0;85884.88680553429;82144.10702407919;1.045539234851729;0.6020918523511192;1.1347966873175035;69725.0;1.2317660352174151;67.65484639218579
45651;Pizzo Torrone Est;1279;I4L01104026;401.0;51872.78781876122;49577.666137786524;1.0462934595306703;0.30587668792648537;0.6205996803848516;45400.0;1.1425724189154454;72.87493779760267
25182;Pioda Sud Ovest;1002;I4L01104032;406.0;37735.29853694352;38354.84851289564;0.9838468928968964;0.5403178562927473;0.4825417785638951;32525.0;1.1601936521735132;59.94348898428605
9227;Pioda Sud;560;I4L01104033;407.0;202897.5256465888;197419.96234879488;1.027745741781251;0.5282588205426999;0.7839600181935682;180300.0;1.1253329209461391;77.34351124299134
183065;Pioda Sud;3004;I4L01104033;407.0;202897.5256465888;197419.96234879488;1.027745741781251;0.5282588205426999;0.7839600181935682;180300.0;1.1253329209461391;77.34351124299134
13423;Pioda Sud Ovest;708;I4L01104032;406.0;37735.29853694352;38354.84851289564;0.9838468928968964;0.5403178562927473;0.4825417785638951;32525.0;1.1601936521735132;59.94348898428605
4443;Pizzo Torrone Est;290;I4L01104026;401.0;51872.78781876122;49577.666137786524;1.0462934595306703;0.30587668792648537;0.6205996803848516;45400.0;1.1425724189154454;72.87493779760267
12398;Cameraccio Est;614;I4L01104028;403.0;12899.068221951511;12001.041213946917;1.0748290912425966;0.4773635809190098;;10312.5;1.2508187366740862;20.916242652059694
4784487;Scerscen Inferiore;24651;I4L01123001;432.0;4947733.125945479;4765579.47416172;1.0382227707609053;0.6175085855667408;1.08274076566989;4698425.0;1.0530620635522496;140.58849151809005
4915449;Scerscen Superiore;25672;I4L01123002;433.0;5249407.929306118;4923826.361588061;1.066123689953406;0.5992006589191121;0.9343338107502772;4831462.5;1.086504951514395;156.74074390825726
4005799;Fellaria Est;12478;I4L01123011;440.0;5091756.165274084;4955831.962312753;1.0274271210151962;0.6060749539390029;0.8265898019578565;4754300.0;1.0709791484075644;352.85198503462925
4323578;Fellaria Ovest;23255;I4L01123009;439.0;4571589.784307029;4333406.959233207;1.0549643334481489;0.5813904174038005;0.831119226478695;4248762.5;1.075981485034061;176.73404678551944
149059;Marinelli;1863;I4L01123003;434.0;147337.94790093714;144281.52180363162;1.0211837667020551;0.5686305977745154;0.32689790625350834;142525.0;1.0337691485770018;20.56742279767197
331572;Caspoggio;4426;I4L01123004;435.0;358322.07616371545;343528.1838880781;1.0430645663718154;0.5983496524726561;0.5373519744619385;317450.0;1.1287512243304945;61.39812255357363
47213;Fellaria Centrale;1361;I4L01123010;439.1;47787.927269131535;45538.972045510985;1.0493852874275025;0.5047088991241457;0.6106376464682804;42762.5;1.1175194918241809;22.415219406925313
16733;Fellaria Superiore;554;-;440.1;45502.804593137625;44000.821408638876;1.034135344214366;0.5678250602815063;0.7392756420201464;39625.0;1.1483357626028423;66.81808371240726
27988;Fellaria Superiore;1204;-;440.1;45502.804593137625;44000.821408638876;1.034135344214366;0.5678250602815063;0.7392756420201464;39625.0;1.1483357626028423;66.81808371240726
97769;Pizzo Varuna;2387;I4L01123013;441.0;100866.40600410274;95645.6592628862;1.0545842517208968;0.6380691087707229;0.1141739525745511;94762.5;1.0644126738330322;34.280366479425034
82704;Pizzo delle Tre Mogge;1310;I4L01122025;431.0;87570.99262981303;85045.75383522673;1.029692708697472;0.5815990256007597;0.8561455980138101;78500.0;1.1155540462396565;41.63950656337279
15385;Passo delle Tre Mogge;590;-;430.1;14889.598239541014;14441.970698010258;1.0309949071972864;0.6583492303867458;;13350.0;1.1153257108270422;18.99538575485658
47735;Sassa di Fora;996;I4L01122023;430.0;53248.248125931794;49746.7234750077;1.070387040720043;0.602053951443893;1.0030974558332544;44450.0;1.1979358408533587;35.35611308360474
267304;Vazzeda;2842;I4L01122018;425.0;300162.4985446185;282486.6221596212;1.0625724370586629;0.5838618360044416;0.7112879809629495;258512.5;1.1611140604211343;66.15878792142408
127245;Cima di Rosso Est;2124;I4L01122017;424.0;148881.7247058057;132292.61088560167;1.1253971307176729;0.5924918916279249;0.7075693949902765;120537.5;1.2351486027651621;73.4516244367495
56674;Cima di Rosso Sud Est;1616;I4L01122016;423.0;68114.45272364607;61438.03616887621;1.1086691074633022;0.5329678016746373;1.3970961831010345;51575.0;1.320687401330995;69.73506614224354
602046;Sissone;3776;I4L01122015;422.0;707431.060804455;651736.6084633514;1.0854554610219282;0.5422858489410199;0.8178486969385428;589350.0;1.2003581247212267;93.73304555135954
121839;Passo di Chiareggio;1766;I4L01122014;421.0;148697.87755535427;135991.1026372284;1.0934382814147967;0.6545004653140001;0.7779203228665998;115700.0;1.2852020532009876;91.9701109514184
70234;Punta Baroni;1190;I4L01122013;420.0;90494.20198379668;74906.97545092198;1.2080877840687512;0.5948315003872502;-1.1484231569172194;65950.0;1.3721637905048776;61.621447670573616
2250801;Disgrazia;10716;I4L01122012;419.0;2598767.618701184;2404462.481737096;1.0808102178511487;0.6185695155311624;0.8444718639158308;2215337.5;1.1730797761971636;173.35523779662518
105580;Pizzo Ventina;1477;I4L01122011;418.0;116715.55774591868;110838.6643133886;1.0530220520874702;0.6064429039074308;0.7874080934782515;100625.0;1.1599061639345958;39.69222205174986
352559;Canalone della Vergine;4684;I4L01122010;417.0;396148.4230518689;380780.2996888236;1.040359554776348;0.6400949916471432;0.7044788617284654;337200.0;1.1748173874610583;127.36018238467095
1890923;Ventina;15756;I4L01122009;416.0;2099877.2637777417;2025628.1477356616;1.0366548599381773;0.5878638783585448;0.9197954962219856;1838737.5;1.1420212312947022;300.29655352839416
39228;Pizzo Rachele;1014;I4L01122008;415.0;48569.74759276124;44065.790975721335;1.1022098212085067;0.5847986127393485;0.8162986607186137;35912.5;1.3524468525655755;45.143703174757526
44769;Sessersa;1108;I4L01122005;412.0;46745.67158956661;45129.18357530215;1.0358191282491784;0.5602625229919149;0.6858730436945338;40850.0;1.1443248859135031;36.76791983095667
33896;Cassandra Superiore;1520;I4L01122004;411.1;35030.601515295915;33825.15891585997;1.0356374556120929;0.5357960973047999;-0.08018445990261644;28950.0;1.2100380488875964;36.89324550338848
228858;Cassandra Est;3033;I4L01122003;411.0;258276.0458683801;242011.4748250425;1.0672057845814782;0.5245077738626382;0.5676637284943392;219550.0;1.1763882754196315;95.04177097277491
578946;Preda Rossa;5722;I4L01104034;408.0;621587.3539389631;599450.2700746947;1.0369289747112969;0.2284622703059124;1.1387323433739027;560250.0;1.109482113233312;197.1377008424544
46255;Corna Rossa;1625;I4L01104035;409.0;50669.28463235126;48744.36338864878;1.0394901299326589;0.5085899502597477;0.9409048000513768;40900.0;1.2388578149719134;61.04273579166172
19083;Cassandra Ovest;652;I4L01122002;410.0;19644.37715697125;18843.290321932647;1.0425131079207637;0.3746948582749777;0.3785796709378492;17162.5;1.144610467995412;23.848058582452257
13799;Corni Bruciati I;477;-;409.1;14757.91031268525;13948.825225799825;1.0580038156467066;0.6112019445523271;;12087.5;1.2209232937071561;18.133148904095343
21379;Corni Bruciati II;571;-;409.2;23660.906017668487;22372.51749877561;1.0575879991584938;0.7858381058180108;0.2844163882481421;19512.5;1.2126024864916585;26.492437848378053
12994;Cima di Val Bona Nord;594;I4L01122019;426.0;14606.045232928689;14233.036715501103;1.0262072335569359;0.5552101454089831;;10687.5;1.366647507174614;36.4658970625233
1480075;Pizzo Scalino;8829;I4L01123015;443.0;1524441.351557326;1476551.1675779326;1.0324338126784665;0.6186351223076016;1.199953699170577;1425737.5;1.0692300311644505;100.45719049175308
32079;Pizzo Painale Nord Ovest;1020;I4L01121002;445.0;35895.171909151984;35177.9483182429;1.0203884429080574;0.6438855244212491;1.0799750889458857;28512.5;1.2589275549023058;43.192442525571614
10040;Pizzo Painale Nord Est;511;I4L01131005;455.0;12005.695396094108;10726.308907503757;1.1192755587800889;0.43775406648903625;;8350.0;1.437807831867558;31.043010949362028
52671;Pizzo Painale Sud Ovest;947;I4L01121003;446.0;57043.19817450215;54800.609773589735;1.0409226906448257;0.6275296644369996;0.8158435021316017;49187.5;1.1597092386175791;34.48184058040312
12989;Corti;1365;I4L01121006;449.0;11991.136457446806;10182.573057700412;1.177613594275044;0.33328362083316976;;8300.0;1.4447152358369646;33.62932287673566
18856;Cima di Forame;590;I4L01131003;453.0;20582.26295373285;19843.565417892944;1.0372260488618552;0.4883455422382499;1.0607040659365952;16800.0;1.2251346996269552;29.04189083194686
803199;Fellaria Est;4259;I4L01123011;440.0;5091756.165274084;4955831.962312753;1.0274271210151962;0.6060749539390029;0.8265898019578565;4754300.0;1.0709791484075644;352.85198503462925
13138;Pizzo Varuna;485;I4L01123013;441.0;100866.40600410274;95645.6592628862;1.0545842517208968;0.6380691087707229;0.1141739525745511;94762.5;1.0644126738330322;34.280366479425034
18022;Pizzo Varuna;574;I4L01123013;441.0;100866.40600410274;95645.6592628862;1.0545842517208968;0.6380691087707229;0.1141739525745511;94762.5;1.0644126738330322;34.280366479425034
21383;Monte Torena;814;I4L01132001;528.0;22881.80870887349;20883.86130180064;1.0956694443714101;0.4956945840683882;1.213454448135795;18037.5;1.2685687433886896;44.264740382456615
51606;Caronella Est;1202;I4L01132001;529.0;59420.08501573371;53449.66438984302;1.1117017420791373;0.4074033255724321;0.6054269935728573;47325.0;1.2555749607128095;53.54572793063564
44269;Caronella Centrale;1084;I4L01132003;530.0;47173.28992708703;45109.12622154322;1.0457593369334208;0.3250343823172146;0.4830088765698483;40512.5;1.164413204000914;51.69212587475463
16148;Bondone Inferiore;871;I4L01132007;533.0;15033.136605141506;14395.998443618115;1.0442580043349363;-0.18089031994979288;;13125.0;1.14538183658221;29.542620668893935
23491;Bondone Superiore;816;I4L01132006;532.0;23896.334709750285;23087.673052834427;1.0350256890361058;0.7401858395363741;1.4108562515183574;20887.5;1.1440495372711088;29.665347654898667
29095;Cagamei IV;813;I4L01132008;534.0;38826.51533987391;31715.555577541803;1.2242104744136175;0.5565820419399601;0.2373038371955039;26375.0;1.4720953683364515;38.13421871585461
95850;Cagamei III;2443;I4L01132009;535.0;118742.00651405328;101218.18696862963;1.1731291586052095;0.392940281174808;0.558001575956367;87387.5;1.358798529698793;100.033698807636
50400;Cagamei II;1185;I4L01132010;536.0;57293.69829952671;53152.38720609955;1.077913924681673;0.4498266739044996;0.6643646954130862;46037.5;1.2445006418577618;48.715293689480646
69810;Cagamei I;1701;I4L01132011;537.0;87315.04803057705;80486.15909477565;1.0848455065144815;0.5279505816044292;-0.2878655481163871;63762.5;1.3693793064979738;57.77781257222585
46996;Druet;1222;I4L01132012;538.0;59784.92626555151;52034.19097209704;1.148954661322797;0.5330655437735774;1.2839705203633869;42925.0;1.3927763835888527;69.18826169324545
71678;Fascere;1639;I4L01132013;539.0;89037.97147407685;76743.02828816463;1.1602092523603005;0.5522672595826439;0.5072797300690555;66637.5;1.3361541395472047;62.841210151472836
23862;Val Sena;833;I4L01132014;540.0;32976.76672051062;29706.319183845702;1.110092654577124;0.5122262023160693;1.8368406216371205;21137.5;1.5601072369253992;50.61938696505976
155863;Marovin;3400;I4L01132015;541.0;205369.2692076004;185751.0645166232;1.1056155707211115;0.4876654082338037;0.4090557839822347;155187.5;1.323362185792028;168.42454488467092
11662;Marovin;590;I4L01132015;541.0;205369.2692076004;185751.0645166232;1.1056155707211115;0.4876654082338037;0.4090557839822347;155187.5;1.323362185792028;168.42454488467092
20205;Dente di Coca;772;-;542.0;27502.232506147604;22771.982424930986;1.207722366588422;0.2914134415432621;;17650.0;1.5582001419913656;48.62661512248785
216510;Lupo;3461;I4L01132016;543.0;241590.93843589816;223578.5720154921;1.0805639210324591;0.5253247871141933;0.3085655046999875;205012.5;1.1784205277039117;66.14422751509117
30617;Pizzo Scotes;847;I4L01132017;543.1;34947.231543697184;31367.564614692743;1.114120014511031;0.5731551304061782;1.0999604614758811;27600.0;1.2662040414383038;32.83322961300317
27559;Pioda Superiore;893;I4L01132019;545.0;34987.94121520749;30751.444615211884;1.1377657750068737;0.5798580372144713;0.5357874952900942;24812.5;1.4100933487237275;33.766575763661045
14805;Pioda Inferiore;629;I4L01132018;544.0;16356.798096374741;15130.022912132881;1.0810821762376908;0.4966493880840854;;12575.0;1.3007394112425243;20.860679032335128
222705;Porola;3521;I4L01132020;549.0;263427.77813433646;239774.09978760532;1.0986498473675177;0.5993200924229902;1.0572255124707854;211537.5;1.2453006116378251;147.9191438614225
142057;Scais;2346;I4L01132021;550.0;222087.7883380683;204206.97661739934;1.0875621980054593;0.6134205129623136;0.399330779553053;188237.5;1.1798275494418928;108.07220050706758
59817;Scais;1699;I4L01132021;550.0;222087.7883380683;204206.97661739934;1.0875621980054593;0.6134205129623136;0.399330779553053;188237.5;1.1798275494418928;108.07220050706758
23841;Cantunasc;654;I4L01132023;551.0;25945.058617808158;24532.308105013683;1.0575873459091991;0.7259321410773139;-0.5683830103491238;21662.5;1.1976945697776409;25.234151635004554
11869;Pizzo Grò;497;-;552.1;11241.34682636519;10919.015862864166;1.0295201479281004;0.4693137283542774;;10150.0;1.1075218548143044;13.831677517027948
10228;Mottolone;567;I4L01132024;552.0;9294.512409323925;9179.139883685153;1.0125689908968305;0.3323909943177992;;8387.5;1.1081385882949537;18.026956241783868
26348;Salto;903;I4L01132025;553.0;27062.59565162412;25720.01106890344;1.0522000001914436;0.4624112576995338;1.0584110595107268;23525.0;1.1503760106960306;21.636020514574636
31075;Pizzo Omo Ovest;763;I4L01132026;555.0;34433.929179234576;32633.750535357798;1.0551630938627887;0.6219805769200648;1.5326136721395212;28562.5;1.205564260104493;29.713367720799933
9454;Pizzo Diavolo di Tenda Nord-Ovest;502;-;556.0;8870.964743578155;8665.21954196635;1.0237437955974875;0.6248005721423759;;7875.0;1.1264717134702418;19.60619591108492
21029;Podavista;996;I4L01132027;556.1;23298.20673421225;20959.158777877452;1.111600278480818;0.4312285371346647;-0.8164562964053056;17862.5;1.3043082846304968;41.883731590597826
25029;Aga;747;I4L01132028;557.0;29481.241175014162;27240.303854680362;1.0822655038023288;0.4923719680978373;0.9459508412997676;22500.0;1.3102773855561851;40.83786760291315
17113;Pizzo Diavolo di Tenda;671;I4L01101001;558.0;22058.50643495244;19909.27082900764;1.1079514977923437;0.6158111924401508;;14375.0;1.5345047954749518;61.151412143143446
19040;Pizzo Omo Nord Ovest;708;-;554.0;18806.69336089145;17778.79758295129;1.0578158209600097;0.5763721676111864;0.44666224457089;16525.0;1.1380752412037187;19.89065044420314
17115;Coca Superiore;807;I4L01101005;563.1;20954.222503783312;18209.562904561622;1.1507262757270318;0.5787535607822396;-1.383677678299979;14287.5;1.46661224873374;33.62597443791199
30096;Coca;812;I4L01101004;563.0;29993.93148657882;29278.39449399924;1.024439078882083;0.4766954164858728;0.4372396807271949;26950.0;1.1129473649936479;21.860787903519213
33857;Val Morta;1297;-;562.0;37633.43859013573;35023.78120494602;1.0745110121011483;0.4951668459711776;0.8808474950347039;31037.5;1.2125151378215298;52.80689826059172
3051;Val Morta;246;-;562.0;37633.43859013573;35023.78120494602;1.0745110121011483;0.4951668459711776;0.8808474950347039;31037.5;1.2125151378215298;52.80689826059172
4581;Lago della Malgina;381;I4L01101006;564.0;8187.921922792858;7654.798226991909;1.0696456888858386;0.1663675922508968;;7450.0;1.0990499225225312;14.559141106562533
3479;Lago della Malgina;276;I4L01101006;564.0;8187.921922792858;7654.798226991909;1.0696456888858386;0.1663675922508968;;7450.0;1.0990499225225312;14.559141106562533
2482;Lago della Malgina;273;I4L01101006;564.0;8187.921922792858;7654.798226991909;1.0696456888858386;0.1663675922508968;;7450.0;1.0990499225225312;14.559141106562533
33550;Trobio Est;964;I4L01101008;566.0;36296.956046189334;34095.6888039326;1.064561453939679;0.5769537428691638;0.7751513866688212;30400.0;1.1939788173088597;27.821103991085476
18610;Trobio Centrale;646;I4L01101009;566.1;18953.684290150995;18329.36751929929;1.0340610100263607;0.665764353296947;-0.4063507854255001;16587.5;1.1426486384416576;25.36186378521691
95794;Trobio Ovest;1884;I4L01101010;567.0;118655.8220616442;114330.42259885947;1.0378324453322532;0.5021573135362114;0.09175866945550563;106162.5;1.117681121503772;52.31505723060584
20300;Trobio Ovest;833;I4L01101010;567.0;118655.8220616442;114330.42259885947;1.0378324453322532;0.5021573135362114;0.09175866945550563;106162.5;1.117681121503772;52.31505723060584
